name,lat,long,L,KM6
5186,8.039875,124.32756299999998,884506,3
5187,35.465346999999994,-94.36393199999999,252589,1
5188,36.426237,-83.02979599999999,730512,1
5189,23.384657999999998,103.393147,87825,3
5190,40.955381,-74.30635,6647,1
5191,49.511471,-115.778791,139940,1
5192,65.756603,-19.649839,236997,0
5193,7.631031,100.095641,750377,3
5194,13.710523,-89.19636700000001,698212,1
5195,69.633204,162.316561,479057,3
5196,37.422965999999995,-121.156807,99351,1
5197,40.850002,-81.757261,939111,1
5198,44.867073,-89.660629,130823,1
5199,37.341572,-95.266059,201686,1
5200,38.655766,39.197244,330666,0
5201,15.200387,-23.609091,882766,4
5202,40.332433,-75.133495,39875,1
5203,57.7557,36.701196,291674,0
5204,41.85151,59.973024,946535,0
5205,14.255897000000001,120.87670800000001,758091,3
5206,46.627711,14.296435,294637,0
5207,39.926334000000004,-75.29971,875074,1
5208,7.310962,80.67382099999999,365482,3
5209,-24.65115,25.908445,929673,5
5210,9.060777999999999,126.161829,734298,3
5211,-28.271751000000002,-52.789113,131962,4
5212,35.761664,-119.291445,476252,1
5213,23.985744,89.226109,596434,3
5214,37.934138,-122.35532099999999,758697,1
5215,48.974942999999996,-122.73735900000001,798348,1
5216,-13.426323000000002,-76.15018,993207,4
5217,15.833324,74.48321,825124,3
5218,48.660351,71.64531,96974,3
5219,44.125681,-87.701102,719789,1
5220,9.052377,-62.021189,61454,4
5221,29.615733000000002,111.900916,431888,3
5222,41.665137,-85.98195799999999,986896,1
5223,42.496468,-88.098687,567847,1
5224,42.145381,-78.755544,968252,1
5225,41.21564,-112.02503700000001,268191,1
5226,7.836177,123.54996000000001,547157,3
5227,44.824018,20.448567999999998,414155,0
5228,40.932165999999995,-74.046544,827771,1
5229,43.704079,-85.481999,507299,1
5230,26.063723,-97.21440799999999,53507,1
5231,32.602651,74.121475,650472,3
5232,37.29743,40.737449,238897,0
5233,29.661696999999997,-97.615911,120050,1
5234,45.062235,-83.419847,615919,1
5235,14.629689,120.987651,569610,3
5236,35.238605,-90.76085,75737,1
5237,39.558431,-76.086037,371237,1
5238,35.830133000000004,-88.933038,9781,1
5239,-21.74824,-41.30077,125126,4
5240,60.452290000000005,22.269694,769723,0
5241,24.79759,120.964973,65128,3
5242,37.584231,-122.369368,66094,1
5243,36.293566999999996,-94.166765,653160,1
5244,57.472926,60.234211,4796649,0
5245,30.452926,31.163128000000004,955069,0
5246,8.419231,-10.860996,586373,5
5247,44.293002,-120.83164,99409,1
5248,-1.730752,37.658627,465298,5
5249,38.213743,-84.523999,532335,1
5250,22.093342,95.154039,453535,3
5251,36.574424,-87.347326,774209,1
5252,34.74077,-82.265936,342111,1
5253,-12.092467,-77.021171,804026,4
5254,21.144063,105.50758799999998,227857,3
5255,-35.398311,-60.201077000000005,36002,4
5256,-23.216103,-65.39957199999999,774293,4
5257,6.910116,79.964765,155787,3
5258,38.347878,26.145795,955891,0
5259,47.780373,19.133775,97186,0
5260,50.871215,0.0067469999999999995,541355,0
5261,-19.246707999999998,17.711531,2677,5
5262,-18.955041,29.795115999999997,46918,5
5263,14.424729999999998,-11.429897,12195,5
5264,43.601658,-116.24586799999999,646816,1
5265,40.665549,129.194538,199437,3
5266,-2.250386,40.929412,934103,5
5267,-6.019471,-40.32014,450764,4
5268,23.858267,91.291786,787018,3
5269,36.017346999999994,-86.54964100000001,415917,1
5270,38.750856,-90.296161,465590,1
5271,37.834488,-92.253355,922997,1
5272,42.350615000000005,130.415897,619089,3
5273,39.917429999999996,48.941413,830454,0
5274,40.398573,-86.878929,16047,1
5275,42.88752,74.626036,262532,3
5276,4.942444,-6.069052,456664,5
5277,-1.89852,18.246639000000002,681216,5
5278,30.921251,113.872972,443313,3
5279,16.136955,-13.506913,156662,5
5280,-26.066213,-65.95338100000001,351458,4
5281,24.349335999999997,56.74971,919691,0
5282,6.225807,31.533191,259481,5
5283,45.261534999999995,130.266823,28033,3
5284,41.378802,-81.712593,169374,1
5285,43.472745,21.053193,519287,0
5286,40.672334,-89.538746,117147,1
5287,13.637051000000001,79.441051,947674,3
5288,42.552825,-83.53074000000001,196943,1
5289,56.81957,60.594692,829993,0
5290,40.214579,-77.208919,18303,1
5291,-33.243491999999996,-60.349801,576769,4
5292,15.479754000000002,-88.035861,753585,1
5293,55.449681000000005,-4.647035,694697,0
5294,46.901084000000004,-98.671371,642496,1
5295,-4.7661690000000005,11.858382,126746,5
5296,36.37981,-84.14653,789023,1
5297,51.478818,0.356673,921792,0
5298,31.802913,-106.59995,984346,1
5299,33.018568,-80.20835799999999,510309,1
5300,39.072371000000004,-84.58993199999999,53468,1
5301,27.175414,77.96278199999999,731133,3
5302,-40.906303,175.693855,318682,2
5303,42.964236,89.189148,624129,3
5304,-37.023181,143.726273,298368,2
5305,-3.067882,119.881072,35836,2
5306,62.630534999999995,135.61670800000002,734090,3
5307,10.503652,-73.23236800000001,946809,4
5308,50.120418,8.274674000000001,566861,0
5309,6.353998000000001,2.096333,546211,5
5310,44.367215,19.575354,452262,0
5311,32.932984999999995,-103.31926899999999,521223,1
5312,36.034109,14.29023,521195,0
5313,13.136454,99.920132,648941,3
5314,31.640325,-91.577986,844896,1
5315,40.367686,-111.72116899999999,516147,1
5316,47.798553999999996,-96.634062,67022,1
5317,25.702342,28.875152000000003,378969,0
5318,25.923194,-80.27332,169818,1
5319,42.131406,-88.08230400000001,272694,1
5320,48.985168,14.443323999999999,4850558,0
5321,40.481879,68.81152,735504,3
5322,33.381444,-82.057068,343535,1
5323,39.664237,66.970662,342607,3
5324,-5.8037529999999995,34.912696000000004,989259,5
5325,46.888573,9.514165,889295,0
5326,-4.15655,29.826893,967326,5
5327,12.176779,18.707582000000002,515272,5
5328,48.872840000000004,-64.517822,704008,1
5329,67.631467,134.627759,861496,3
5330,33.980847999999995,-117.952373,731668,1
5331,40.919604,-73.83918800000001,865383,1
5332,28.719226000000003,-100.472594,126772,1
5333,39.652412,-75.089591,744351,1
5334,34.765721,-89.451359,461738,1
5335,15.034270000000001,103.128938,814887,3
5336,-26.489355,31.214488,671338,5
5337,32.626366,44.029759999999996,743264,0
5338,-30.723375,25.109362,33288,5
5339,-17.728713,-49.137991,411549,4
5340,46.303245000000004,-79.439908,821818,1
5341,57.027138,54.01225,831256,0
5342,40.61787,-111.97061599999999,955400,1
5343,57.26495500000001,25.304851,352548,0
5344,41.209076,-76.77636600000001,101793,1
5345,35.22426,128.581776,864561,3
5346,25.690192,-100.340458,255201,1
5347,-26.006214,22.394414,918492,5
5348,51.171182,58.341779,725868,0
5349,-3.2653119999999998,-79.962171,27499,4
5350,54.260272,-6.96592,215242,0
5351,37.733253999999995,-84.298521,672442,1
5352,38.271468,-85.593828,344489,1
5353,39.048165999999995,-94.290948,141064,1
5354,26.175727,-80.137598,553344,1
5355,-30.060147999999998,-52.891169999999995,372538,4
5356,45.802929,-64.212692,411799,1
5357,8.662061,-83.135835,796084,1
5358,37.464837,-122.185956,314919,1
5359,-2.853746,32.212264000000005,654756,5
5360,47.353145,8.087872,28782,0
5361,12.869054,10.442732000000001,974875,5
5362,48.230303,40.791514,97516,0
5363,-9.686269,120.275683,551672,2
5364,12.502603,124.637795,348399,3
5365,8.575629,81.247043,322105,3
5366,16.872344000000002,74.56378199999999,967422,3
5367,54.237816,-6.984667999999999,674778,0
5368,40.761117,-86.35635500000001,625866,1
5369,-46.586179,-70.941438,263603,4
5370,35.194062,-81.051314,516771,1
5371,8.4772,-81.694122,201855,1
5372,35.923412,-75.648663,552912,1
5373,18.906372,96.42466800000001,666482,3
5374,-22.887223000000002,-47.056466,465390,4
5375,-21.020438000000002,55.67339499999999,83819,5
5376,-0.10080800000000001,-75.195153,680811,4
5377,36.314091999999995,-82.474905,934320,1
5378,35.678632,10.099428999999999,163214,0
5379,42.707190999999995,9.492166000000001,896092,0
5380,53.124069999999996,-3.2830980000000003,946784,0
5381,34.498821,-84.452139,943348,1
5382,-14.685956,-74.112818,78105,4
5383,-4.327537,-40.730239000000005,384172,4
5384,22.318393,-97.880775,853077,1
5385,42.895371999999995,74.579883,725440,3
5386,32.676243,-97.612623,316793,1
5387,33.341512,-111.96293999999999,659629,1
5388,40.420576000000004,-111.85959799999999,762582,1
5389,41.392814,-89.135302,164707,1
5390,32.374967,15.104285,746586,0
5391,14.823935,120.816468,880811,3
5392,81.727466,-17.787935,428560,0
5393,28.4569,119.93778,641567,3
5394,-27.211572999999998,-61.195873,683946,4
5395,46.232243,15.61532,277393,0
5396,41.361748,-72.084808,2940685,1
5397,6.505792,17.443422,276181,5
5398,36.594375,-79.393895,917020,1
5399,41.120327,-78.768201,82212,1
5400,16.148929000000003,-95.207545,189668,1
5401,55.724501000000004,21.924376000000002,876948,0
5402,39.371751,-101.039212,994308,1
5403,30.057911999999998,-89.925525,250776,1
5404,38.637778999999995,-90.30548,276436,1
5405,29.311740999999998,-96.114025,191935,1
5406,-3.123268,120.207435,89880,2
5407,11.983187,-86.086176,512877,1
5408,40.448291,-111.77410800000001,191955,1
5409,39.599613,-104.926484,178936,1
5410,35.866113,14.511871,146822,0
5411,33.889905,-84.138159,512612,1
5412,-16.891322,34.632816999999996,72458,5
5413,39.100054,-121.579842,866508,1
5414,18.14797,100.18406999999999,40786,3
5415,34.164444,-83.91623,858592,1
5416,9.199997999999999,-10.099684,703611,5
5417,33.267603,-97.262858,86604,1
5418,-51.718164,-57.839239,907216,4
5419,39.012772,-95.709149,711186,1
5420,-15.775982,-68.664458,710030,4
5421,57.083728,24.417147,731230,0
5422,42.543375,72.240082,62597,3
5423,0.551194,31.359894,996320,5
5424,20.673011,101.994433,166635,3
5425,1.761683,33.158248,292062,5
5426,-19.469684,-42.552163,384527,4
5427,45.114709999999995,21.353266,642415,0
5428,52.303301,76.945533,285004,3
5429,53.77346800000001,20.466406,668515,0
5430,12.943643,-0.14351,175595,5
5431,40.71848,-89.467359,716939,1
5432,-33.676451,-65.423976,639959,4
5433,-23.5765,-51.456773999999996,544135,4
5434,36.10844,-96.129244,779638,1
5435,-25.507514999999998,-48.559357,514517,4
5436,35.907061999999996,14.453679000000001,578814,0
5437,-31.389348,-64.506766,601419,4
5438,34.752148,32.452396,181313,0
5439,25.462215,119.007994,863864,3
5440,-21.943598,-50.506232000000004,341721,4
5441,37.767185999999995,27.400876,640847,0
5442,-21.682745,21.663251000000002,251950,5
5443,35.958201,14.495854000000001,752230,0
5444,68.848043,-51.168581,990630,1
5445,24.793305,92.774423,562085,3
5446,46.402865999999996,16.131082,117118,0
5447,41.877351000000004,-88.329054,397623,1
5448,0.5520970000000001,101.446343,582462,3
5449,34.966039,-80.057765,778916,1
5450,44.209776,22.542588000000002,909666,0
5451,36.487103000000005,-79.763789,157451,1
5452,41.829975,-87.79085400000001,942592,1
5453,25.651038,28.862771999999996,563120,0
5454,41.4081,-75.70133100000001,816767,1
5455,39.96875,-85.952088,210982,1
5456,0.889911,33.987052,830871,5
5457,39.032977,-94.634838,279650,1
5458,30.498068,-86.51253299999999,39471,1
5459,29.819706,39.830962,442986,0
5460,45.425098,4.358125,50326,0
5461,9.548564,-75.54420400000001,557265,4
5462,40.277014,-109.948811,891048,1
5463,51.937303,15.525191,517576,0
5464,-17.570304999999998,146.043394,705835,2
5465,-27.192203000000003,-61.214973,158604,4
5466,35.838706,-84.151754,8325,1
5467,2.128336,31.37606,980365,5
5468,41.283446999999995,-72.909743,845152,1
5469,41.524829,20.949926,111929,0
5470,39.68305,-89.669845,753229,1
5471,39.399906,-94.59947700000001,320984,1
5472,38.910515000000004,-89.385935,3374978,1
5473,53.040409999999994,-7.263582,863959,0
5474,45.842265000000005,15.134818,678875,0
5475,42.148725,24.758745,27176,0
5476,-2.817967,33.979009000000005,324139,5
5477,43.60068,-72.980721,874757,1
5478,27.54498,83.347726,952301,3
5479,18.114725,-15.936014000000002,562134,5
5480,56.456541,52.182507,353202,0
5481,30.532732,-86.47072,453000,1
5482,-26.022579999999998,22.425857,682231,5
5483,39.512279,-84.74430799999999,52942,1
5484,45.213811,-123.164723,11832,1
5485,-3.9356800000000005,29.945621000000003,714262,5
5486,42.472338,-78.940915,585042,1
5487,38.546414,-82.671284,962448,1
5488,-0.8477129999999999,131.298297,927156,2
5489,6.924214999999999,158.175107,221354,2
5490,40.454512,-85.37097,177813,1
5491,47.81223,16.254027999999998,256571,0
5492,-29.025633000000003,167.971591,211873,2
5493,37.997018,34.706998,97554,0
5494,40.790576,-74.222288,940047,1
5495,40.755496,-99.756782,351829,1
5496,37.998107,-122.343824,690133,1
5497,55.455123,-4.6099559999999995,102268,0
5498,45.783657,14.241921,735076,0
5499,13.389726999999999,-15.677449,283805,5
5500,47.331807,123.216361,656051,3
5501,37.148984000000006,42.712084000000004,97955,0
5502,47.178773,20.186291,609489,0
5503,38.563097,-82.710111,343729,1
5504,40.204341,-85.398326,132750,1
5505,10.479194999999999,-66.909734,415666,4
5506,30.435064,-95.46688,372153,1
5507,35.075243,-98.241809,550733,1
5508,47.646414,-122.11983899999998,357925,1
5509,57.121781999999996,24.284934,507829,0
5510,-3.946057,29.609306,934958,5
5511,52.334013,104.246321,981883,3
5512,54.48896800000001,-6.762734,907571,0
5513,49.223553,18.739670999999998,885729,0
5514,-7.638283,111.48791000000001,552771,2
5515,41.149578999999996,22.481292,779090,0
5516,38.16754,-122.25313500000001,188027,1
5517,12.055489999999999,0.37265,416771,5
5518,10.645422,-63.217016,16297,4
5519,35.456348999999996,110.445159,720521,3
5520,25.79317,-109.01971,887207,1
5521,56.38359499999999,28.106671000000002,274119,0
5522,9.267828,105.69351499999999,139056,3
5523,32.983979,112.539731,815999,3
5524,11.746511,-13.233896,67618,5
5525,50.351015000000004,18.898263,685132,0
5526,37.903,-84.647922,58720,1
5527,-6.5241370000000005,-76.4673,504155,4
5528,34.948145000000004,-81.902908,28419,1
5529,-10.572681,21.310433,84518,5
5530,54.286042,-8.519002,167993,0
5531,54.425943000000004,23.202158999999998,61476,0
5532,10.081257,34.524271,591459,5
5533,24.802275,85.034089,925225,3
5534,53.132964,38.139602000000004,34491,0
5535,39.129441,-86.504036,602233,1
5536,43.943508,-91.274048,546068,1
5537,39.316514,-81.5264,26515,1
5538,30.913698999999998,-102.934315,556791,1
5539,34.807877000000005,-102.3876,181193,1
5540,47.752499,19.129251999999997,265711,0
5541,31.827532,-106.603858,690525,1
5542,37.366192,-86.898072,309584,1
5543,45.514031,20.568282,27337,0
5544,54.354155000000006,-5.695386,217203,0
5545,49.477705,10.990358,423700,0
5546,40.721658000000005,8.553539,85137,0
5547,2.045068,15.216944,763368,5
5548,41.272394,123.18436299999999,3501794,3
5549,-33.682727,136.926728,151761,2
5550,38.574482,-90.083235,917625,1
5551,34.746753000000005,137.765292,810575,3
5552,-3.9012379999999998,-70.49283299999999,512732,4
5553,40.868089000000005,-74.030596,649505,1
5554,37.637433,-120.74928600000001,979743,1
5555,36.121992999999996,-120.32613899999998,548216,1
5556,41.785022999999995,22.24894,199052,0
5557,29.971697999999996,40.120412,451863,0
5558,45.838629,1.2263879999999998,413474,0
5559,10.326744999999999,76.954951,747501,3
5560,-36.772778,-59.872074,855935,4
5561,43.844571,21.971657999999998,513366,0
5562,11.313585,27.806753000000004,739444,5
5563,39.663148,20.875382000000002,206794,0
5564,35.536936,-98.000056,166328,1
5565,2.024058,33.656341999999995,751177,5
5566,41.451429,46.959727,117098,0
5567,30.737329,20.226334,900202,0
5568,29.770304,-82.01915600000001,976192,1
5569,-12.037980000000001,-77.10481899999999,134612,4
5570,44.057623,-93.230143,123055,1
5571,42.285948,-85.587238,301568,1
5572,37.132026,42.703461,99228,0
5573,33.581896,-111.765274,263947,1
5574,3.8718410000000003,-67.882583,93341,4
5575,46.365465,14.455794000000001,447564,0
5576,50.626013,38.70765,383313,0
5577,12.462963,98.62621,466865,3
5578,66.333365,-179.173588,292184,1
5579,44.648486,-93.62768,467957,1
5580,41.542093,-87.856154,894726,1
5581,42.948035,-89.22319,198393,1
5582,43.388868,23.246413,341631,0
5583,57.71449499999999,24.341023,334155,0
5584,42.381094,-122.891674,477029,1
5585,-35.435588,-60.864374,939908,4
5586,32.872883,-96.971127,71267,1
5587,36.2732,68.01280799999999,479903,3
5588,46.340806,15.218389000000002,282221,0
5589,-10.004859,14.926429999999998,973451,5
5590,43.159706,-95.146955,142717,1
5591,4.202051,108.16372700000001,272225,3
5592,37.949353,102.66143000000001,236060,3
5593,-10.294121,150.46336200000002,452335,2
5594,12.096126,-12.278694,878153,5
5595,46.684996000000005,16.418385999999998,396070,0
5596,7.945554,-72.507378,990692,4
5597,46.804169,61.674439,923596,0
5598,39.727916,64.578253,105650,3
5599,30.890025,-84.195908,54747,1
5600,57.839026000000004,61.708572,97992,0
5601,40.266677,-86.049646,82951,1
5602,17.588784,33.962488,402418,5
5603,6.461976,17.449162,227314,5
5604,5.873854,-55.049913000000004,391706,4
5605,-41.167049,-71.29255400000001,803360,4
5606,41.43182,-81.512574,687364,1
5607,12.618865,37.452101,913458,5
5608,55.577256999999996,13.032813,300934,0
5609,23.688617999999998,5.137427,343050,0
5610,62.041847,129.754819,300693,3
5611,-22.188776999999998,-49.89087,181192,4
5612,43.232227,-71.58590799999999,131251,1
5613,36.317172,-76.215498,205074,1
5614,-14.764610000000001,36.504773,939971,5
5615,42.100258000000004,-88.32558399999999,415791,1
5616,59.428141000000004,24.706214000000003,966254,0
5617,20.946435,77.75678,170626,3
5618,32.764643,21.635461,686370,0
5619,41.654245,-87.668409,543609,1
5620,42.217303,-73.86709499999999,845769,1
5621,39.897868,-75.241135,775229,1
5622,41.338073,-83.153079,322064,1
5623,9.929544,106.29393,627480,3
5624,39.492713,-121.549609,4150041,1
5625,25.881639,13.888645,598513,0
5626,42.862912,-88.349006,298125,1
5627,38.797138000000004,-112.122253,687286,1
5628,25.912057,-80.17700400000001,236654,1
5629,-32.792421999999995,134.213087,857903,2
5630,53.831931000000004,91.201643,585306,3
5631,27.189164,31.158641999999997,952675,0
5632,54.552813,23.358529,905660,0
5633,-1.932675,-55.531108999999994,868256,4
5634,18.371343,103.648261,994059,3
5635,-5.941269999999999,12.371633000000001,836208,5
5636,-2.588521,29.743977,912820,5
5637,38.527727,-76.097245,181831,1
5638,-7.415361999999999,-79.578174,571195,4
5639,22.748134,-102.603882,491873,1
5640,38.384256,-86.93933,416861,1
5641,17.466391,101.718086,353529,3
5642,38.984051,56.284661,689942,0
5643,42.840463,75.308309,756252,3
5644,41.450327,15.5629,162348,0
5645,12.595674,37.464991999999995,452047,5
5646,67.48697800000001,86.589691,56577,3
5647,10.046607,11.208193,263410,5
5648,9.46057,-64.44173599999999,762929,4
5649,-5.646304,-37.802412,544777,4
5650,47.861568,12.08933,608261,0
5651,25.770787,87.46728,407636,3
5652,16.603165,95.17220400000001,157592,3
5653,52.047142,-0.6648069999999999,10870,0
5654,41.58814,-87.853025,854264,1
5655,41.033229,-74.028438,456082,1
5656,62.796203000000006,148.19799799999998,738091,3
5657,-10.787236,-65.41376,870672,4
5658,27.793167999999998,-82.676119,985298,1
5659,35.69167,10.103386,79232,0
5660,38.756958000000004,-77.449216,222258,1
5661,-15.944834,-5.717230000000001,822674,5
5662,51.761318,19.418626999999997,711613,0
5663,41.069575,111.471405,31763,3
5664,34.725374,137.752218,826181,3
5665,35.377903,-99.460148,412170,1
5666,-37.691163,144.521628,55007,2
5667,-14.652107999999998,17.695263,14086,5
5668,68.39419699999999,17.29566,215378,0
5669,35.170266,136.910192,74496,3
5670,35.157418,-117.876998,608867,1
5671,33.556103,-97.800314,684096,1
5672,-24.044218,-52.436168,589503,4
5673,-17.645292,36.787187,894573,5
5674,13.668669,-88.80153,697128,1
5675,32.158657,-110.879701,433495,1
5676,37.285701,-107.009244,981621,1
5677,44.43142,12.207108,8514,0
5678,38.511099,125.768846,907744,3
5679,-3.3872419999999996,-39.005428,751748,4
5680,42.109941,-71.052136,992451,1
5681,22.070270999999998,-98.20566,801474,1
5682,40.916918,38.382501,684366,0
5683,-32.364816999999995,22.562697,262987,5
5684,33.653292,-117.789993,718328,1
5685,35.438589,-81.417744,890826,1
5686,1.52437,33.481173,673433,5
5687,-15.298701999999999,-49.149939,157507,4
5688,35.812529999999995,-81.47315,384053,1
5689,43.341661,-88.373863,483258,1
5690,35.791103,-83.946046,820177,1
5691,-45.854001000000004,-67.479965,618915,4
5692,41.625462,-93.860263,297790,1
5693,46.068681,20.047681,608540,0
5694,32.442718,105.84790100000001,213429,3
5695,37.145461,-76.332318,953419,1
5696,26.126701,51.219456,183705,0
5697,27.670956,91.156638,992653,3
5698,12.954761999999999,-2.2643869999999997,379064,5
5699,67.43253100000001,-133.749547,777739,1
5700,22.636553,106.259675,1357804,3
5701,-28.000334000000002,18.749019,305941,5
5702,30.105251000000003,-91.822179,724691,1
5703,41.186975,-87.886833,141471,1
5704,30.820421000000003,28.969703000000003,271474,0
5705,-8.27667,-35.96239,54663,4
5706,39.422714,53.10396899999999,96579,0
5707,64.546178,34.748837,785732,0
5708,-6.8863509999999994,109.08534399999999,164655,2
5709,26.627138000000002,-81.842166,188221,1
5710,33.985192,51.584632,195789,0
5711,-9.49978,147.21179899999998,811708,2
5712,40.556902,70.978389,234565,3
5713,35.311049,-106.56936200000001,986937,1
5714,40.499355,-104.90213500000002,155867,1
5715,17.707698999999998,33.986064,711464,5
5716,42.406019,-88.988881,527524,1
5717,31.115073,77.17140500000001,436462,3
5718,36.749023,-91.877589,459765,1
5719,37.542285,42.427576,710877,0
5720,39.108723,-84.59729300000001,352242,1
5721,44.083027,27.286915999999998,322023,0
5722,40.528214,-81.48163100000001,716620,1
5723,9.373857000000001,16.300994,201752,5
5724,40.377859,-74.23557199999999,929824,1
5725,49.478962,-58.101386,374594,1
5726,27.943719,116.32461599999999,697989,3
5727,45.827502,-64.224181,760681,1
5728,-22.921637,-48.456659,394506,4
5729,32.823662,-86.614797,204298,1
5730,28.5761,-80.816137,376445,1
5731,35.258210999999996,-96.918851,673411,1
5732,39.208915999999995,-74.60146999999999,633527,1
5733,-34.364628,-56.725868000000006,315925,4
5734,55.21185500000001,84.37278,381593,3
5735,33.958884000000005,-117.74150800000001,140763,1
5736,51.553641,0.10833599999999999,196385,0
5737,36.559354,-119.5644,256079,1
5738,-20.687946,-46.601841,667596,4
5739,-14.750206,-39.303618,530635,4
5740,-22.522243,-43.224553,745355,4
5741,43.51788,118.009235,31952,3
5742,37.032371999999995,-93.2011,218495,1
5743,42.858081,-112.46391799999999,606877,1
5744,54.312029,-130.341441,2652,1
5745,37.033035,-93.338696,661774,1
5746,-6.13922,143.64946,334235,2
5747,-27.172731,151.241777,310042,2
5748,34.056259999999995,-118.13459099999999,739719,1
5749,-14.948963000000001,35.498338000000004,583157,5
5750,25.768347,-108.97023200000001,485505,1
5751,-33.442836,151.30441399999998,115260,2
5752,3.044564,29.506413000000002,461904,5
5753,35.271463,-1.124533,541806,0
5754,46.828239,-71.245902,17530,1
5755,41.440178,-81.586602,15097,1
5756,37.718798,-121.42000900000001,244127,1
5757,46.514581,15.935185999999998,917371,0
5758,51.400022,-0.195554,485253,0
5759,22.43507,-83.69069300000001,637169,1
5760,32.424217999999996,-111.01373500000001,127141,1
5761,58.189179,68.26487900000001,923329,3
5762,55.265563,22.284034,115929,0
5763,40.602145,-112.468244,112542,1
5764,-1.5042659999999999,37.30871,591283,5
5765,-7.926259,145.805155,352201,2
5766,42.37298,-71.55040600000001,470890,1
5767,43.556208000000005,-96.708611,330059,1
5768,46.74446,-117.158189,48501,1
5769,35.865413000000004,47.61564,164608,0
5770,27.834649,113.15563600000002,380535,3
5771,44.602559,-79.449933,595882,1
5772,31.020413,41.016279,793466,0
5773,-20.476141000000002,-45.433018,150138,4
5774,10.616872,47.368266,425909,5
5775,69.353217,88.24554300000001,339439,3
5776,-25.896607,25.629273,4172638,5
5777,44.108340999999996,43.061541,714934,0
5778,2.3577470000000003,20.44089,312965,5
5779,42.952829,-72.31985999999999,691072,1
5780,41.985152,-88.009672,376766,1
5781,10.504422,107.20698200000001,775181,3
5782,-15.697467999999999,35.184506,565979,5
5783,34.100761,-84.302989,509762,1
5784,55.839206000000004,24.998357000000002,987068,0
5785,50.341986999999996,18.659547,338774,0
5786,38.263251000000004,-121.34313700000001,695275,1
5787,33.971385,-88.484409,903165,1
5788,54.583075,-1.162487,795229,0
5789,41.194842,-87.89563299999999,935364,1
5790,-2.6581799999999998,-60.963193999999994,497697,4
5791,8.361599,-62.611768000000005,425881,4
5792,47.401157,-122.305571,725676,1
5793,33.815573,-84.635115,230489,1
5794,31.785271,-95.596024,759976,1
5795,8.543723,37.989129,458936,5
5796,48.728421999999995,21.219448999999997,458313,0
5797,26.145176,-98.155063,64331,1
5798,21.493872,109.08308899999999,134298,3
5799,-1.945141,18.304559,507543,5
5800,32.213451,-90.111651,887178,1
5801,40.803005999999996,-81.941757,46948,1
5802,55.835428,94.336704,569796,3
5803,57.721217,12.936473,626078,0
5804,21.433785999999998,109.07904199999999,409496,3
5805,56.245474,-120.801621,643550,1
5806,46.566841,26.910413000000002,994170,0
5807,-37.826665000000006,-72.726052,811514,4
5808,33.984302,-118.004718,562620,1
5809,43.602191,-116.19593400000001,233967,1
5810,45.550804,13.707495999999999,740732,0
5811,37.474471,71.553464,18576,3
5812,-3.0114669999999997,16.929261,200102,5
5813,32.081439,-84.234262,29168,1
5814,42.184595,-76.822503,842213,1
5815,56.474793999999996,53.793169999999996,491538,0
5816,20.427626999999998,106.194929,482531,3
5817,-34.231136,22.133989,303358,5
5818,40.855146999999995,-73.60736,506993,1
5819,41.671875,-0.85967,706432,0
5820,41.443605,-75.60995,380333,1
5821,6.348918,-57.624306999999995,151539,4
5822,43.110073,-88.388681,282037,1
5823,33.233089,130.304168,852324,3
5824,47.150078,-122.52741200000001,73508,1
5825,41.492633000000005,-87.457135,292318,1
5826,42.658924,-88.060102,931781,1
5827,39.124969,-77.690141,731755,1
5828,61.164517000000004,6.869787,461508,0
5829,41.861503000000006,-88.49314,717140,1
5830,42.056452,-94.88454200000001,126081,1
5831,36.144921000000004,-79.84193499999999,857508,1
5832,40.295522,-73.98429,271573,1
5833,41.115429,28.992528999999998,49281,0
5834,-22.118804,-56.516147,365975,4
5835,41.432354,-81.53461800000001,711347,1
5836,59.715761,60.001163,421747,0
5837,44.619808,-65.746429,907620,1
5838,15.361537,44.190675,839913,5
5839,-26.782383000000003,-60.463294999999995,768116,4
5840,41.30364,-74.187376,119230,1
5841,44.34598,-93.96328100000001,454291,1
5842,33.376357,-93.98082600000001,868559,1
5843,-38.593574,145.594932,422180,2
5844,45.027459,-93.773922,45143,1
5845,-2.708453,141.317234,583046,2
5846,19.167493,77.287446,627073,3
5847,51.585916999999995,-0.49060699999999996,621312,0
5848,19.182598000000002,99.88346,913755,3
5849,-13.311225,-176.169901,42368,1
5850,33.23141,-97.80967700000001,414733,1
5851,32.525837,-96.87171,423111,1
5852,27.091102000000003,119.619522,2773222,3
5853,11.177767,42.687984,79832,5
5854,-15.680126999999999,46.378069,183687,5
5855,53.73046,91.430441,875160,3
5856,39.436844,-78.957711,844832,1
5857,10.6168,104.195625,879895,3
5858,23.172435,113.307441,305962,3
5859,33.347429,-105.61791000000001,493590,1
5860,27.110182000000002,114.992267,644698,3
5861,67.794306,-115.099251,921175,1
5862,54.69564499999999,-113.278322,189703,1
5863,-6.254825,-57.62321899999999,592730,4
5864,11.466560000000001,26.163591,431300,5
5865,32.855113,-96.99499300000001,65477,1
5866,0.197459,29.961737,316991,5
5867,42.585916,-71.99059799999999,657408,1
5868,34.402912,118.360615,106217,3
5869,44.600151000000004,-123.275393,220663,1
5870,42.864755,-108.7842,545427,1
5871,54.572230000000005,-1.2311590000000001,846931,0
